"","Date.of.injury.resulting.in.death..month.day.year.","Victim.s.age","Victim.s.gender","Victim.s.race","Cause.of.death","Unarmed","city","state","zip","latitude","longitude"
"3808","1/1/13","26","Male","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93304",35.344209,-119.02225
"3809","6/17/13","25","Male","Hispanic","Drug Overdose","Allegedly Armed","Bakersfield","CA","93304",35.344209,-119.02225
"3810","3/27/15","22","Male","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93305",35.387058,-118.98647
"3811","5/8/13","33","Male","White","Beaten","Allegedly Armed","Bakersfield","CA","93305",35.387058,-118.98647
"3812","8/19/13","39","Male","Black","Gunshot","Unarmed","Bakersfield","CA","93306",35.396411,-118.92268
"3813","6/15/14","67","Male","Unknown race","Gunshot","Allegedly Armed","Bakersfield","CA","93306",35.396411,-118.92268
"3814","11/13/14","22","Male","Hispanic","Gunshot","Unarmed","Bakersfield","CA","93306",35.396411,-118.92268
"3815","6/27/16","30","Male","Hispanic","Vehicle","Unarmed","Bakersfield","CA","93307",35.324767,-118.96329
"3816","8/18/16","37","Male","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93307",35.324767,-118.96329
"3817","12/29/13","45","Male","Asian","Gunshot","Allegedly Armed","Bakersfield","CA","93307",35.324767,-118.96329
"3818","10/1/13","31","Female","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93307",35.324767,-118.96329
"3819","8/6/14","26","Male","Black","Gunshot","Unclear","Bakersfield","CA","93307",35.324767,-118.96329
"3820","1/31/16","42","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93307",35.324767,-118.96329
"3821","7/7/15","47","Male","Hispanic","Gunshot","Allegedly Armed","Bakersfield","CA","93307",35.324767,-118.96329
"3822","8/3/14","42","Female","Hispanic","Gunshot","Unarmed","Bakersfield","CA","93307",35.324767,-118.96329
"3823","3/19/15","36","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93308",35.487491,-119.00896
"3824","6/16/13","33","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93308",35.487491,-119.00896
"3825","8/22/15","29","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93308",35.487491,-119.00896
"3826","9/28/14","72","Female","White","Vehicle","Unarmed","Bakersfield","CA","93308",35.487491,-119.00896
"3827","3/26/14","41","Male","White","Gunshot","Unarmed","Bakersfield","CA","93308",35.487491,-119.00896
"3828","9/16/13","32","Male","White","Gunshot","Allegedly Armed","Bakersfield","CA","93309",35.340759,-119.06497
"3829","9/16/13","34","Male","Hispanic","Gunshot","Unarmed","Bakersfield","CA","93309",35.340759,-119.06497
"3830","1/13/13","50","Male","Hispanic","Gunshot","Allegedly Armed","Santa Maria","CA","93454",34.900809,-120.34876
"3831","7/20/16","31","Male","Hispanic","Gunshot","Allegedly Armed","Santa Maria","CA","93454",34.900809,-120.34876
"3832","6/5/15","50","Male","Hispanic","Gunshot","Allegedly Armed","Santa Maria","CA","93458",34.956344,-120.45243
"3833","5/26/16","19","Male","Hispanic","Gunshot","Allegedly Armed","Solvang","CA","93463",34.608938,-120.13838
"3834","8/15/15","34","Male","White","Gunshot","Allegedly Armed","Inyokern","CA","93527",35.734418,-117.89313
"3835","6/28/14","37","Male","White","Medical emergency","Unarmed","Lancaster","CA","93535",34.691946,-117.97756
"3836","7/3/15","46","Male","Hispanic","Gunshot","Allegedly Armed","Lancaster","CA","93535",34.691946,-117.97756
"3837","2/11/16","45","Male","White","Gunshot","Allegedly Armed","Lancaster","CA","93535",34.691946,-117.97756
"3838","6/27/13","80","Male","White","Gunshot","Allegedly Armed","Littlerock","CA","93543",34.533321,-117.94904
"3839","12/14/13","20","Female","Hispanic","Vehicle","Unarmed","Palmdale","CA","93550",34.56548,-118.08549
"3840","12/14/13","31","Male","Hispanic","Vehicle","Unarmed","Palmdale","CA","93550",34.56548,-118.08549
"3841","11/6/14","36","Male","White","Gunshot","Allegedly Armed","Palmdale","CA","93551",34.606146,-118.18495
"3842","12/20/15","30","Male","Black","Gunshot","Unarmed","Palmdale","CA","93552",34.561207,-118.0375
"3843","10/25/13","39","Male","Hispanic","Gunshot","Allegedly Armed","Ridgecrest","CA","93555",35.599177,-117.68065
"3844","4/6/15","56","Male","White","Gunshot","Allegedly Armed","Tehachapi","CA","93561",35.132673,-118.50781
"3845","7/7/16","33","Male","White","Gunshot","Vehicle","Clovis","CA","93612",36.813456,-119.70826
"3846","1/18/13","41","Male","White","Gunshot","Allegedly Armed","Coarsegold","CA","93614",37.206505,-119.7207
"3847","4/10/14","23","Male","White","Gunshot","Allegedly Armed","Clovis","CA","93619",36.91,-119.58
"3848","6/25/15","61","Male","White","Gunshot","Allegedly Armed","Friant","CA","93626",37.024461,-119.68496
"3849","9/2/13","43","Male","Unknown race","Gunshot","Allegedly Armed","Los Banos","CA","93635",37.048385,-120.86983
"3850","12/29/15","55","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93701",36.749444,-119.78872
"3851","7/6/13","27","Male","Asian","Gunshot","Allegedly Armed","Fresno","CA","93702",36.741199,-119.7553
"3852","9/25/15","40","Male","Hispanic","Gunshot","Unarmed","Fresno","CA","93702",36.741199,-119.7553
"3853","9/16/14","21","Male","Hispanic","Gunshot","Unarmed","Fresno","CA","93703",36.767299,-119.765
"3854","5/20/14","26","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93704",36.794748,-119.80097
"3855","3/23/16","34","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93704",36.794748,-119.80097
"3856","4/19/14","50","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93706",36.691036,-119.83321
"3857","2/23/14","18","Male","Asian","Gunshot","Allegedly Armed","Fresno","CA","93706",36.691036,-119.83321
"3858","9/22/14","36","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93706",36.691036,-119.83321
"3859","7/14/14","47","Male","Black","Gunshot","Allegedly Armed","Fresno","CA","93706",36.691036,-119.83321
"3860","3/7/14","48","Female","White","Gunshot","Allegedly Armed","Fresno","CA","93710",36.825582,-119.76358
"3861","10/18/15","28","Male","White","Gunshot","Unclear","Fresno","CA","93720",36.865587,-119.75917
"3862","6/11/14","22","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93721",36.733193,-119.78473
"3863","8/7/15","30","Male","White","Gunshot","Unarmed","Fresno","CA","93723",36.77,-119.95
"3864","11/5/13","27","Male","Asian","Gunshot","Allegedly Armed","Fresno","CA","93727",36.753177,-119.69703
"3865","1/28/13","51","Male","White","Gunshot","Allegedly Armed","Fresno","CA","93727",36.753177,-119.69703
"3866","9/7/15","45","Male","Hispanic","Gunshot","Allegedly Armed","Fresno","CA","93727",36.753177,-119.69703
"3867","6/25/16","19","Male","White","Gunshot","Unarmed","Fresno","CA","93727",36.753177,-119.69703
"3868","1/15/13","35","Male","Unknown race","Gunshot","Allegedly Armed","Fresno","CA","93728",36.758598,-119.81022
"3869","5/20/14","44","Male","Hispanic","Gunshot","Allegedly Armed","Salinas","CA","93905",36.681161,-121.61538
"3870","7/26/13","30","Male","Hispanic","Gunshot","Allegedly Armed","Salinas","CA","93905",36.681161,-121.61538
"3871","3/20/14","42","Male","Hispanic","Gunshot","Allegedly Armed","Salinas","CA","93905",36.681161,-121.61538
"3872","7/10/14","40","Male","Hispanic","Gunshot","Unarmed","Salinas","CA","93905",36.681161,-121.61538
"3873","5/9/14","26","Male","Hispanic","Gunshot","Allegedly Armed","Salinas","CA","93905",36.681161,-121.61538
"3874","10/31/14","35","Male","Hispanic","Taser, Medical emergency","Allegedly Armed","Salinas","CA","93905",36.681161,-121.61538
"3875","3/20/14","40","Male","Hispanic","Gunshot","Unclear","Carmel","CA","93923",36.517261,-121.89436
"3876","12/10/15","54","Male","White","Gunshot","Allegedly Armed","Marina","CA","93933",36.678155,-121.79724
"3877","10/6/15","39","Male","White","Gunshot","Unarmed","Monterey","CA","93940",36.586193,-121.88667
"3878","10/14/15","59","Male","Unknown race","Gunshot","Allegedly Armed","Seaside","CA","93955",36.615813,-121.83461
"3879","9/21/15","23","Female","White","Gunshot","Allegedly Armed","Seaside","CA","93955",36.615813,-121.83461
"3880","9/21/15","27","Male","White","Gunshot","Allegedly Armed","Seaside","CA","93955",36.615813,-121.83461
"3881","11/22/14","27","Male","Hispanic","Gunshot","Allegedly Armed","Seaside","CA","93955",36.615813,-121.83461
"3882","6/3/14","18","Female","Hispanic","Gunshot","Allegedly Armed","Half Moon Bay","CA","94019",37.47584,-122.44323
"3883","11/11/14","52","Male","White","Gunshot","Allegedly Armed","Menlo Park","CA","94025",37.451688,-122.18385
"3884","3/19/14","34","Male","Asian","Gunshot","Allegedly Armed","Pacifica","CA","94044",37.613806,-122.48229
"3885","10/22/13","25","Male","Hispanic","Gunshot","Unarmed","San Bruno","CA","94066",37.625908,-122.42363
"3886","1/26/15","57","Male","Black","Unknown","Unarmed","San Bruno","CA","94066",37.625908,-122.42363
"3887","6/5/14","53","Male","White","Gunshot","Unarmed","Sunnyvale","CA","94085",37.38894,-122.017956
"3888","8/8/13","68","Male","White","Gunshot","Allegedly Armed","Sunnyvale","CA","94085",37.38894,-122.017956
"3889","8/13/15","23","Male","Black","Gunshot","Allegedly Armed","Sunnyvale","CA","94085",37.38894,-122.017956
"3890","9/4/13","34","Male","Hispanic","Gunshot","Unarmed","Sunnyvale","CA","94085",37.38894,-122.017956
"3891","11/12/15","42","Male","Hispanic","Gunshot","Allegedly Armed","Sunnyvale","CA","94086",37.378341,-122.02398
"3892","4/8/15","28","Male","White","Gunshot","Allegedly Armed","Sunnyvale","CA","94089",37.406289,-122.00838
"3893","10/15/15","27","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94102",37.779329,-122.41915
"3894","2/6/16","31","Male","Unknown race","Vehicle","Unclear","San Francisco","CA","94103",37.772329,-122.41087
"3895","2/6/16","23","Male","Black","Vehicle","Unclear","San Francisco","CA","94103",37.772329,-122.41087
"3896","2/6/16","27","Male","Black","Vehicle","Unclear","San Francisco","CA","94103",37.772329,-122.41087
"3897","10/7/14","26","Male","Black","Gunshot","Allegedly Armed","San Francisco","CA","94107",37.766529,-122.39577
"3898","4/17/13","60","Male","White","Gunshot","Allegedly Armed","San Francisco","CA","94107",37.766529,-122.39577
"3899","3/17/15","24","Female","White","Gunshot","Vehicle","San Francisco","CA","94109",37.792778,-122.42188
"3900","4/7/16","45","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94110",37.74873,-122.41545
"3901","1/4/15","32","Male","White","Gunshot","Unarmed","San Francisco","CA","94110",37.74873,-122.41545
"3902","3/21/14","28","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94110",37.74873,-122.41545
"3903","11/11/15","25","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94110",37.74873,-122.41545
"3904","2/26/15","21","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94110",37.74873,-122.41545
"3905","9/25/14","34","Male","Hispanic","Gunshot","Allegedly Armed","San Francisco","CA","94111",37.798228,-122.40027
"3906","6/5/15","23","Male","White","Vehicle","Unarmed","San Francisco","CA","94112",37.720931,-122.44241
"3907","7/30/15","57","Male","Pacific Islander","Physical restraint","Unarmed","San Francisco","CA","94123",37.801028,-122.43836
"3908","12/2/15","26","Male","Black","Gunshot","Allegedly Armed","San Francisco","CA","94124",37.732797,-122.39348
"3909","5/19/16","29","Female","Black","Gunshot","Unarmed","San Francisco","CA","94124",37.732797,-122.39348
"3910","12/16/14","20","Male","Unknown race","Vehicle","Vehicle","San Francisco","CA","94130",37.819423,-122.36966
"3911","3/2/13","23","Male","Unknown race","Gunshot","Allegedly Armed","San Francisco","CA","94134",37.719581,-122.41085
"3912","12/25/15","31","Male","White","Gunshot","Allegedly Armed","Palo Alto","CA","94301",37.443688,-122.15071
"3913","7/18/13","42","Male","Black","Gunshot","Allegedly Armed","Alameda","CA","94501",37.769528,-122.25937
"3914","5/10/13","21","Male","White","Gunshot","Allegedly Armed","Antioch","CA","94509",37.991571,-121.80207
"3915","2/5/16","37","Male","Black","Physical restraint","Unarmed","Antioch","CA","94509",37.991571,-121.80207
"3916","2/3/15","29","Male","Black","Gunshot","Allegedly Armed","Antioch","CA","94509",37.991571,-121.80207
"3917","3/18/16","49","Male","Unknown race","Gunshot","Allegedly Armed","Byron","CA","94514",37.847704,-121.60812
"3918","5/15/14","57","Female","White","Gunshot","Allegedly Armed","Concord","CA","94519",37.984271,-122.01437
"3919","11/12/14","26","Male","Hispanic","Gunshot","Allegedly Armed","Concord","CA","94520",37.986321,-122.03988
"3920","8/27/13","24","Male","Black","Gunshot","Allegedly Armed","Antioch","CA","94531",37.920852,-121.723919
"3921","1/15/15","36","Male","Hispanic","Gunshot","Allegedly Armed","Fairfield","CA","94533",38.269582,-122.03701
"3922","11/5/13","24","Male","Black","Gunshot","Allegedly Armed","Fairfield","CA","94533",38.269582,-122.03701
"3923","8/9/16","61","Male","Black","Medical emergency","Unarmed","Fairfield","CA","94533",38.269582,-122.03701
"3924","7/19/13","47","Male","Black","Gunshot","Allegedly Armed","Fairfield","CA","94533",38.269582,-122.03701
"3925","7/20/15","54","Male","Asian","Gunshot","Allegedly Armed","Fremont","CA","94536",37.562218,-121.99433
"3926","6/16/13","53","Male","Unknown race","Gunshot","Allegedly Armed","Fremont","CA","94539",37.515014,-121.92916
"3927","9/22/15","32","Male","Black","Gunshot","Allegedly Armed","Hayward","CA","94541",37.674431,-122.08883
"3928","2/4/14","62","Female","Unknown race","Gunshot","Unarmed","Hayward","CA","94541",37.674431,-122.08883
"3929","7/6/14","29","Male","Unknown race","Gunshot","Unarmed","Hayward","CA","94541",37.674431,-122.08883
"3930","3/3/13","19","Male","White","Gunshot","Unarmed","Hayward","CA","94544",37.633732,-122.06101
"3931","8/13/16","36","Male","White","Gunshot","Unclear","Hayward","CA","94544",37.633732,-122.06101
"3932","7/2/13","33","Male","Unknown race","Neglect","Allegedly Armed","Hayward","CA","94544",37.633732,-122.06101
"3933","8/14/13","37","Male","White","Gunshot","Allegedly Armed","Hayward","CA","94545",37.635582,-122.10418
"3934","12/19/15","42","Male","Black","Physical restraint","Unarmed","Hayward","CA","94545",37.635582,-122.10418
"3935","6/14/13","32","Male","Black","Gunshot","Allegedly Armed","Castro Valley","CA","94546",37.702063,-122.07934
"3936","1/16/15","48","Male","Unknown race","Gunshot","Allegedly Armed","Fremont","CA","94555",37.571581,-122.0509
"3937","3/13/15","41","Male","Hispanic","Gunshot","Allegedly Armed","Napa","CA","94558",38.337243,-122.30027
"3938","1/31/16","62","Male","Unknown race","Gunshot","Allegedly Armed","Newark","CA","94560",37.535586,-122.03362
"3939","3/11/16","23","Male","Hispanic","Gunshot","Allegedly Armed","Newark","CA","94560",37.535586,-122.03362
"3940","7/26/16","32","Male","Hispanic","Beating","Unarmed","Pittsburg","CA","94565",38.017917,-121.90502
"3941","7/5/15","19","Male","White","Gunshot","Unarmed","Pleasanton","CA","94566",37.658898,-121.87149
"3942","1/21/14","42","Male","White","Gunshot","Unarmed","Dublin","CA","94568",37.714179,-121.92567
"3943","5/4/14","18","Male","Hispanic","Gunshot","Allegedly Armed","Dublin","CA","94568",37.714179,-121.92567
"3944","7/17/14","36","Male","Black","Gunshot","Unarmed","San Leandro","CA","94578",37.703427,-122.128
"3945","2/18/14","60","Male","Black","Gunshot","Allegedly Armed","San Lorenzo","CA","94580",37.678531,-122.13199
"3946","5/6/13","32","Male","Asian","Gunshot","Allegedly Armed","Suisun City","CA","94585",38.231364,-122.05414
"3947","10/28/14","49","Male","Unknown race","Gunshot","Allegedly Armed","Suisun City","CA","94585",38.231364,-122.05414
"3948","8/31/13","46","Male","Hispanic","Gunshot","Allegedly Armed","Union City","CA","94587",37.592184,-122.04577
"3949","10/21/13","47","Male","Hispanic","Gunshot","Allegedly Armed","Union City","CA","94587",37.592184,-122.04577
"3950","1/18/16","29","Male","White","Gunshot","Allegedly Armed","Union City","CA","94587",37.592184,-122.04577
"3951","3/2/13","26","Male","Black","Gunshot","Allegedly Armed","Union City","CA","94587",37.592184,-122.04577
"3952","6/8/13","57","Male","Asian","Gunshot","Allegedly Armed","Vallejo","CA","94590",38.105219,-122.24571
"3953","4/9/14","29","Male","Hispanic","Gunshot","Allegedly Armed","Vallejo","CA","94590",38.105219,-122.24571
"3954","6/4/13","40","Male","Unknown race","Gunshot","Allegedly Armed","Vallejo","CA","94590",38.105219,-122.24571
"3955","3/21/15","37","Male","White","Gunshot","Allegedly Armed","Vallejo","CA","94591",38.099119,-122.21035
"3956","7/8/13","51","Male","Hispanic","Medical emergency","Unarmed","Oakland","CA","94601",37.776835,-122.21792
"3957","3/30/13","32","Male","Black","Gunshot","Vehicle","Oakland","CA","94601",37.776835,-122.21792
"3958","12/7/14","27","Female","Hispanic","Gunshot","Allegedly Armed","Oakland","CA","94603",37.738379,-122.17332
"3959","8/3/14","23","Male","Black","Gunshot","Unarmed","Oakland","CA","94603",37.738379,-122.17332
"3960","11/15/15","39","Male","Black","Gunshot","Unarmed","Oakland","CA","94603",37.738379,-122.17332
"3961","5/29/13","22","Male","Black","Gunshot","Allegedly Armed","Oakland","CA","94605",37.763028,-122.16305
"3962","9/3/14","58","Male","Asian","Vehicle","Unarmed","Oakland","CA","94606",37.793177,-122.24352
"3963","2/3/15","38","Female","Black","Gunshot","Allegedly Armed","Emeryville","CA","94608",37.834724,-122.28316
"3964","8/3/15","49","Male","Black","Gunshot","Allegedly Armed","Oakland","CA","94609",37.834926,-122.264
"3965","8/27/15","30","Male","Black","Gunshot","Allegedly Armed","Oakland","CA","94610",37.812377,-122.24199
"3966","6/6/15","30","Male","Black","Gunshot","Allegedly Armed","Oakland","CA","94610",37.812377,-122.24199
"3967","8/12/15","24","Male","Black","Gunshot","Allegedly Armed","Oakland","CA","94612",37.809427,-122.27172
